album,cancion,id,autor,texto_crudo,Clasifiacion
HUACHITO,GATO LADINO,HUACHITO ||| GATO LADINO,,"EL RATÓN LE DIJO AL GATO: DÉJATE DE IR A CHISMEAR QUE NO SOY TU AMIGO, INGRATO SI CONMIGO HAS DE JUGAR. ESCONDES TU COBARDÍA SABES BIEN DISIMULAR TU CARIÑO A MÍ, EN EL DÍA, DE NOCHE ME HAS DE ROGAR. ¡AY, GATO LADINO! ¿DÓNDE ESTÁ TU DIGNIDAD? SÓLO ERES UN COMODINO QUE ESCONDES NUESTRA AMISTAD ¿DÓNDE ESTÁ TU DIGNIDAD? ¡AY, AY, AY, AY, AY! EL GATO SE HACÍA EL DORMIDO PUES NO LO QUERÍA ESCUCHAR SE SENTÍA MUY ABURRIDO Y NO SE QUERÍA PELEAR RELAMIENDO SUS BIGOTES COMENZABA A BOSTEZAR PEGABA UNOS RONQUIDOTES PARA AL RATÓN ALEJAR. ¡AY, GATO LADINO!.. EL RATÓN, MUY ENOJADO, NO HACÍA MÁS QUE RECLAMAR, EL MININO SEGUÍA ECHADO NO SE QUERÍA LEVANTAR ESTIRÓ LENTO UNA PATA CON SUS GARRAS LO ATRAPÓ NO QUERÍA MÁS ESTA LATA Y HACIA UN RINCÓN LO AVENTÓ. ¡AY, GATO LADINO!.. LE RESPONDIÓ: “SOY TU AMIGO PERO QUÉ LE VOY A HACER, ME TRAEN COMO TU ENEMIGO Y ESE ES TODO MI QUEHACER. EL RATÓN, MUY INDIGNADO SOBRE EL GATO SE ARROJÓ PERO TERMINÓ ATRAPADO Y ESTE CUENTO SE ACABÓ Y ESTE CUENTO SE ACABÓ ¡AY, AY, AY, AY!",ESPAÑOL_ESTANDAR
HUACHITO,La iguana feliz,HUACHITO ||| La iguana feliz,,"¡Ay!, soy una iguana feliz Niños les voy a cantar ¡Ay!, del merito Apatzingán La tierra donde nací. ¡Ay!, me la paso a la carrera Jugando entre los mangares ¡Ay!, entre olorosos pinzanes Me siento a gusto, deveras Ven pronto, no sé qué esperas ¡Ay!, en mi Apatzingán querido Tú serás muy bienvenido ¡Ay!, conocerás las parotas Que son como paraguotas P’al que se queda dormido. ¡Ay!, un paseíto me eché Pa’ conocer a Morelia, ¡Ay!, me enamoré pronto de ella Mas luego me regresé Para nada lo pensé ¡Ay!, ahí supe lo que era el frío En medio de él no me río ¡Ay!, me gusta más la calor Aquí me siento mejor Porque sudando me enfrío. ¡Ay!, no hay cielo más colorido Que el del mero Apatzingán ¡Ay!, aunque grande es Michoacán Yo nunca aquí me he aburrido. Te lo digo convencido ¡Ay!, La calor es lo de menos Acá hay arroyos muy buenos ¡Ay!, ven a echarte un chapuzón Te alegrará el corazón Pasar ratitos amenos. ¡Ay!, cómo disfruto los sones De la tierra calenteña ¡Ay!, con esta gente tan buena Donde se dan los melones Sabrosos comelitones ¡Ay!, vente a probar los pinzanes Tamarindos y arrayanes ¡Ay!, mientras nos vamos de pesca Yo invito una agüita fresca Niños vengan por montones. ¡Ay!, aquí los voy a esperar Despedida no les doy ¡Ay! con l’arpa pa’ bailar De aquí yo ya no me voy.",ESPAÑOL_REGIONAL
HUACHITO,Pobres perros gatos,HUACHITO ||| Pobres perros gatos,,"Tres perritos se escaparon Para irse a chambear al norte Los pasaron de ‘mojados’ En un tráiler, apretados. Continuaron la aventura Corriendo por la llanura Al llegar iban cansados Pobres perritos mojados. Pobres de los perros gatos Que viven lavando trastos Sólo consiguen fregadas Y viven de la patada. Extrañan las nopaleras Aunque tengan novias güeras Los esperan sus morenas Acá en su tierra tan buena Corrían entre los maizales Con todos los animales Mientras comían su pinole Y los domingos, buen mole. Pobres de los perros gatos Que viven lavando trastos Sólo consiguen fregadas Y viven de la patada. Ya por fin se decidieron Y a su tierra se volvieron A cuidar de su chinchorro Aunque trabajen un chorro. Suben y bajan los cerros Cuidando de sus becerros Aprendieron la lección Y viven de corazón. Aquí se acaba el corrido De seres inteligentes Que, como otros que se han ido Regresaron con sus gentes.",ESPAÑOL_REGIONAL
HUACHITO,SON DEL POLLITO,HUACHITO ||| SON DEL POLLITO,,CUANDO EL POLLITO NACIÓ LO PRIMERO QUE MIRÓ FUE UN PAJARITO RAYADO QUE A LAS NUBES SE ELEVÓ. EL POLLITO VIO SUS PLUMAS SUS ALAS Y SE ALEGRÓ “SOY TAMBIÉN UN PAJARITO Y LOS CIELOS SURCARÉ” CON MIS ALITAS DORADAS HASTA EL CIELO SUBIRÉ Y DESDE EL SOL A LOS NIÑOS TEMPRANO LES CANTARÉ. POR MÁS QUE ESTIRÓ SUS ALAS NUNCA SE PUDO ELEVAR SU MAMA QUE LO MIRABA SONRIENTE LO CONSOLÓ. LE DIJO CON GRAN TERNURA UN GALLITO TÚ SERÁS TU CANTO SERÁ TU VUELO Y HASTA EL SOL TE ESCUCHARA EL POLLO ENSAYA SU CANTO PA’ QUEL SOL PUEDA SALIR EL POLLITO YA ES UN GALLO Y A TODOS DESPERTARÁ.,ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,ARRULLO,LOS RINCÓN Y DON PULPO ||| ARRULLO,,"Niños, y con mi arrullo no te quieres dormir, que vengan a cantarte las flores del jardín niñito que no cierras con mi cantó los ojos que vengan a cantarle, que vengan a cantarle, mares y arroyos. En mis brazos cansados duermete niño como si te cantaran los gorrioncillos, niño que si te duermes te daré pan, cuando ya estes dormido volando un pajarito te lo trairá.",ESPAÑOL_REGIONAL
LOS RINCÓN Y DON PULPO,CUENTAME MAMÁ,LOS RINCÓN Y DON PULPO ||| CUENTAME MAMÁ,,"CUENTAME MAMÁ Cuéntame, cuéntame, cuéntame, mamá: cuando la lámpara termina de brillar, ¿dónde guarda su luz, dónde la esconderá? Cuéntame, cuéntame, cuéntame, mamá. Mira, si mis ojos cierro, mamá, puedo yo a los astros todos borrar, y también, pensándolos dentro de esa oscuridad, todos los astros, todos los soles, vuelven a brillar, porque en mi frente, tras de mis ojos, otro mundo hay. Cuéntame, cuéntame, cuéntame, mamá, quién fabrica la luz y quién la oscuridad, si la lumbre del sol es de leña o de gas, cuéntame, cuéntame, cuéntame, mamá. Dí si el agua que la lluvia nos dá de las nubes o de la luna vendrá, porque cuando va a llover, veo la luna oscurecer, como si sola, como si triste, quisiera llorar. Cuéntame, cuéntame, cuéntame, mamá, cuando yo soy feliz y tú cerquita estás, dentro del corazón quien cantándome está, cuéntame, cuéntame, cuéntame, mamá.",ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,DON PULPO,LOS RINCÓN Y DON PULPO ||| DON PULPO,,"Uua, uua, uua, uua, gua,gua, uua, uua, uua, uua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua, Si no me escribe Don Pulpo, tendré que escribirle yo, y eso porque lo disculpo, la tinta se le acabo. Don Pulpo, mira la carta, lo invito a usted a mi quinta, brindaremos yo con vino, y usted con pomos de tinta. Mostrare la carta al mar en una botella verde y mandaré un telegrama por sí la carta se pierde. Don Pulpo con ligereza a la orilla del trotar, de los pies a la cabeza los lavo de agua de mar. Uua, uua, uua, uua, gua,gua, uua, uua, uua, uua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua, Cubierto de sal y de espuma de la cabeza a los pies, ya que otra cosa no tiene además si bien no ve porque Don Pulpo no escribe mira, cubierto de espuma y ahora que tiene tinta se le ha perdido la pluma. Uua, uua, uua, uua, gua,gua, uua, uua, uua, uua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua, Cubierto de sal y de espuma de la cabeza a los pies, ya que otra cosa no tiene además si bien no ve porque Don Pulpo no escribe mira, cubierto de espuma y ahora que tiene tinta se le ha perdido la pluma. Uua, uua, uua, uua, gua,gua, uua, uua, uua, uua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua, gua, gua, gua, gua,gua,",ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,EL BAILE GRIEGO,LOS RINCÓN Y DON PULPO ||| EL BAILE GRIEGO,,"Todos con amor bailemos este baile griego, y sintamos en el corazón sus abejuegos y sigamos alegremente todos este ritmo, compartiendo el amoroso bailinianikos, baila melinda sí. Ellos, son unos amigos que conocimos a penas que nacieron en la clásica ciudad de Atenas y nos enseñaron éste baile bullanejo, que también lo bailan los niños, en el mundo entero. Más rápido, más. Todos con amor bailemos este baile griego, y sintamos en el corazón sus abejuegos y sigamos alegremente todos este ritmo, compartiendo el amoroso bailinianikos, baila melinda sí. Ellos, son unos amigos que conocimos a penas que nacieron en la clásica ciudad de Atenas y nos enseñaron éste baile bullanejo, que también lo bailan los niños, en el mundo entero. Más rápido, más. Todos con amor bailemos este baile griego, y sintamos en el corazón sus abejuegos y sigamos alegremente todos este ritmo, compartiendo el amoroso bailinianikos, baila melinda sí. Ellos, son unos amigos que conocimos a penas que nacieron en la clásica ciudad de Atenas y nos enseñaron éste baile bullanejo, que también lo bailan los niños, en el mundo entero.",ESPAÑOL_REGIONAL
LOS RINCÓN Y DON PULPO,EL TROMPO,LOS RINCÓN Y DON PULPO ||| EL TROMPO,,"La panza rayada y el pie de metal, cabeza chiquita y sabe bailar. Al trompo le gusta dar vueltas y vueltas, mirar como bailan tantas cosas quietas. Póngale la cuerda que quiere bailar, el trompo mamita tan loco que está. Zumba como avión, corre como tren, ronca y ronronea sí se duerme bien. Girando, girando, se pone borracho luego panza arriba se queda tirado. Póngale la cuerda que quiere bailar, el trompo mamita tan loco que está.",ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,LA COMIDITA,LOS RINCÓN Y DON PULPO ||| LA COMIDITA,,"Buenos días, comadrita voy llegando del mandado traigo pimienta molida para hacer un pato asado. Buenos días, tenga usted, yo voy a comer bistec, ensalada de hierbitas y un buen trozo de pastel. Si usted presta las casitas yo los platos y la mesa, como sobran cuatro sillas sentaremos las muñecas. La de pasta queda grande, la de trapo se recuesta y esta comerá parada pues la pobre no se sienta. Buenos días, comadrita voy llegando del mandado traigo pimienta molida para hacer un pato asado. Buenos días, tenga usted, yo voy a comer bistec, ensalada de hierbitas y un buen trozo de pastel. Si usted presta las casitas yo los platos y la mesa, como sobran cuatro sillas sentaremos las muñecas. La de pasta queda grande, la de trapo se recuesta y esta comerá parada pues la pobre no se sienta, y esta comerá parada pues la pobre no se sienta.",ESPAÑOL_REGIONAL
LOS RINCÓN Y DON PULPO,LA MÁQUINA DE ESCRIBIR,LOS RINCÓN Y DON PULPO ||| LA MÁQUINA DE ESCRIBIR,,"LA MÁQUINA DE ESCRIBIR Yo ya se escribir en máquina igualito que papá taca, tiqui, tiqui, taca, taca, tatiqui, tatiqui, ta. Le escribo a todos los niños, que conmigo quieran ir a comer arroz con leche a la banca del jardín. Traca, traca, traca, traca, tatiqui, tiqui, tatiqui, tan, a comer fresas con crema a tomar café con pan. Suena la campana ¡tin! rueda el carro: rin, ran, ron, y taca, taca, tatiqui, el sobre y la derección. Traca, traca. treque, treque, tatiqui taca, tariqui ton, tataca, taca tereque teque, treque taraca teque teton.",LENGUA_INDIGENA
LOS RINCÓN Y DON PULPO,LAS ESDRÚJULAS,LOS RINCÓN Y DON PULPO ||| LAS ESDRÚJULAS,,"LAS ESDRÚJULAS Son las esdrújulas simpáticas y fáciles. Para aprendértelas cantándolas lo harás, porque diciéndolas con un poco de música, acomodándose al ritmo van de un vals. Escúchalas: son ritmícas, son dóciles, versátiles, anímate y apréndelas y luego me dirás. Cuando es tónica la antepenúltima, voces esdrújulas se formarán, siempre recuérdalo: en esa sílaba acento gráfico deben llevar.",LENGUA_INDIGENA
LOS RINCÓN Y DON PULPO,LOS CANGREJITOS,LOS RINCÓN Y DON PULPO ||| LOS CANGREJITOS,,"Caminando de lado en puntitas de pie, bailan los cangrejitos, un extraño ballet, bailan los cangrejitos a la orilla del mar, levantando la panza no se quieren mojar pero viene una ola, a las demás los revuelca en espuma y riendo se va. Se te acercan dudosas caminando de lado y te quedan mirando con sus ojos pelados, juegan bajo la luna toman baños de sol, hacen casas rodantas con algún caracol, sus ojosd desojados, si los quieres coger uval pega todos lados y arrancan a correr. Hayan un agujero y se clavan en él, calopando de lado en puntitas de pie, pero viene una ola y les moja la alcoba echando burbujitas ellos la llaman boba. Y cuando tienen miedo levantan las tenazas, pelliscarte los dedos con ellas te amenazan, bailan los cangrejitos a la orilla del mar con sus ojos saltones, van llevando el compás.",ESPAÑOL_REGIONAL
LOS RINCÓN Y DON PULPO,LOS PINGÜINOS,LOS RINCÓN Y DON PULPO ||| LOS PINGÜINOS,,"LOS PINGÜINOS En el círculo polar, que es un club muy distinguido no se admiten a los pingüinos que no vallan bien vestidos. En el círculo polar, que es un club muy destacado sólo pingüinos con frac, elegantes y educados. Señor pingüino, buen día, buen día tenga su merced le presento a mi padrino, gusto en conocer a usted, por aquí su señoría, con el permiso de usted por favor, gracias, de nada, señora estoy a sus pies. Los pingüinos en la nieve hicieron un tobogan, y se deslizan y se juntaron uno por uno hasta el mar, las pingüinas en el nido de nieve se quedan quietas, quién ha visto cosa igual empollando y de etiqueta. Señor pingüino, buen día, buen día tenga su merced le presento a mi padrino, gusto en conocer a usted, por aquí su señoría, con el permiso de usted por favor, gracias, de nada, señora estoy a sus pies.",ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,"NAVIDAD, NAVIDAD","LOS RINCÓN Y DON PULPO ||| NAVIDAD, NAVIDAD",,"Mira que preciosa estrella por el oriente ha salido, dicen que esta señalando a un niño recién nacido y por eso cenaré con buñuelos y codornices, y por eso cenaré con buñuelos y codornices. Navidad, navidad, navidad, hoy es noche de amor y de paz todos juntos queremos estar al calor del hogar, todos juntos queremos estar al calor del hogar. Mira sobre el establo, la clara luna se asoma y junto al niñito Dios se ha posado una paloma, porque le palsa al niño que ha nacido en el pecebre traigan los pastores queso, traigan las pastoras leche, traigan los pastores queso, traigan las pastoras leche. Navidad, navidad, navidad, hoy es noche de amor y de paz todos juntos queremos estar al calor del hogar, todos juntos queremos estar al calor del hogar. Ay que romper la piñata porque dentro tiene nueces si no se rompe a la una hay que darle muchas veces, hay que pedir la posada y cantar la letanía por los santos peregrinos San Jóse y Santa María, por los santos peregrinos San Jóse y Santa María. Navidad, navidad, navidad, hoy es noche de amor y de paz todos juntos queremos estar al calor del hogar, todos juntos queremos estar al calor del hogar.",ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,RE-LA-MI-DO,LOS RINCÓN Y DON PULPO ||| RE-LA-MI-DO,,"Mi profesor me solfeo es un señor muy singular. Tiene apariencia de antigüedad salida de una bazar Su pelo untado se ve brillar. Tan bien peinado esta, que al verlo así le gritan: ¡señor, que relamido va! Con su traje gris, su corbata de moñito, del siglo pasado parece el buen señor. Muy acicalado, chapado a la antigua y muy relamido se ve mi profesor. Muy bien peinadito, siempre cepillado y muy relamido se ve mi profesor. RE LA MI DO RE LA MI DO RE LA MI DO SOL FA MI.",ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,SIETE VIDAS,LOS RINCÓN Y DON PULPO ||| SIETE VIDAS,,"Si como el gato yo, tuviera siete vidas, siete niños distintos en mí cabrían; uno sería bombero de casco rojo, otro sería marino, otro sería piloto, el cuarto pues el cuarto fuera inventor, inventaría helados de mágico sabor; el quinto que sería ¡Ah! Equilibrista, el más osado y ducho de la pista, sería mi sexta vida la de un poeta, pintor que lleva versos en la paleta, con la última vida si yo pudiera, viajar por todo el mundo eso quisiera. Si como el gato yo, tuviera siete vidas, siete niños distintos en mí cabrían; uno sería bombero de casco rojo, otro sería marino, otro sería piloto, el cuarto pues el cuarto fuera inventor, inventaría helados de mágico sabor; el quinto que sería ¡Ah! Equilibrista, el más osado y ducho de la pista, sería mi sexta vida la de un poeta, pintor que lleva versos en la paleta, con la última vida si yo pudiera, viajar por todo el mundo eso quisiera.",ESPAÑOL_ESTANDAR
LOS RINCÓN Y DON PULPO,TRES HIPOPOTAMOS,LOS RINCÓN Y DON PULPO ||| TRES HIPOPOTAMOS,,"Un hipopotamo, dos hipopotamos, tres hipopotamos al río van, vienen del llano de pase en la sombra bajo las ramas de los baus, baus. Tú no te asustes aunque abran la boca cómo diciendo te puedo tragar porque sus colmillos chuecos y amarillos, sólo en señan abostezar, no te de cuidado pasa por un lado, dejalos tranquilos, estan. Un hipopotamo, dos hipopotamos, tres hipopotamos en fila van el de adelante pesa resto toneladas el más chiquito uno no más, nada les gusta, poco sambullirse, sólo narices y ojos sacar, mira que graciosa cola estropajosa luce por la parte de atras, ve en los dormidos hecha tres escupidos y se vuelven a revolcar.",LENGUA_INDIGENA
SON DE LA CIUDAD,ABRIL,SON DE LA CIUDAD ||| ABRIL,Gabriel Sanvicente,Instrumental.,ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,BLANCA FLOR,SON DE LA CIUDAD ||| BLANCA FLOR,A. Mediz Bolio / Gabriel Sanvicente,"Ella era como la luna serena y alta, que mira con tranquilo amor, como la luna que se baña en el agua quieta en la que puedes beber su luz. Vamos a decirlo cantando para adornar la tristeza y para que el corazón no te olvide blanca flor. Ella era como paloma que cuando canta suspira el monte, y era como el rocío con su frescura sobre las hojas. Vamos a decirlo cantando para adornar la tristeza y para que el corazón no te olvide blanca flor. Ella era como algodón que el viento lleva, que adorna el aire y como el resplandor del gran sol que hace nueva la vida. Vamos a decirlo cantando para adornar la tristeza y para que el corazón no te olvide blanca flor. Ella era la alegría y del campo, el suave perfume, el color y la canción y al corazón por siempre el amor. Vamos a decirlo cantando para adornar la tristeza y para que el corazón no te olvide blanca flor. Vamos a decirlo cantando para adornar la tristeza y para que el corazón no te olvide blanca flor, que no te olvide blanca flor, que no te olvide blanca flor.",ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,EL BAILE DE LAS BRUJAS,SON DE LA CIUDAD ||| EL BAILE DE LAS BRUJAS,Gabriel Sanvicente,"(Ranchera Tamaulipas) Los campesinos así lo cuentan, el camino a sus potreras o por arriba de los maizales, salían bolas de lumbre bailando suavemente, y si quieres que haya más había que chiflarles fuerte. Salen en las noches a pasear, se juntan bailando por el cielo, es el baile de las brujas, salen en las noches a pasear, se juntan bailando por el cielo, es el baile de las brujas. Algunos aseguran, y así lo cuentan que rezando las brujas bajan y se convierten en animales y sino les tienes miedo, ya no te espantarán el hechizo se termina y la bruja lo baila más. Salen en las noches a pasear, se juntan bailando por el cielo, es el baile de las brujas, salen en las noches a pasear, se juntan bailando por el cielo, es el baile de las brujas, salen en las noches a pasear, se juntan bailando por el cielo, es el baile de las brujas, salen en las noches a pasear, se juntan bailando por el cielo, es el baile de las brujas.",ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,EL CARACOL,SON DE LA CIUDAD ||| EL CARACOL,Gilda y Valentín Rincón,"Caracol, caracol, tu sí que de curioso con cuatro cuernecitos y en cada cuerno un ojo. La boca no sé donde y los pies por panza y en lugar de sombrero una montaña. Caracolito, en lugar de paraguas, si ve que va a llover, si ve que va a llover, carga toda la casa. Caracol, caracol, con tu casa remolque puedes ir a pasear a donde se te antoje, al país de las hojas, hierbas y grandes que te den buena sombra, que te den buena sombra, que te quiten el hambre. Caracolito, con tu casa en la espalda, cómo le hará el cartero para encontrarla, cómo le hará el cartero para darte las cartas que le digan que sigan, que le digan que sigan el camino de plantas.",ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,EL COLIBRÍ,SON DE LA CIUDAD ||| EL COLIBRÍ,,"EL COLIBRÍ Autor: Gabriel Sanvicente Vuela colibrí búscate tus flores, vuela por el campo con tu brillo de colores, zumba ligerito vuela flor de pluma, busca mi amorcito que se lo llevo la luna. Vuela para atrás vuela hacia adelante, vuela de flor en flor como pajarito errante, vuela de flor en flor como pajarito errante. Vuela colibrí búscate tus flores, vuela por el campo con tu brillo de colores, zumba ligerito vuela flor de pluma, busca mi amorcito que se lo llevo la luna. Vuela para atrás vuela hacia adelante, vuela de flor en flor como pajarito errante, vuela de flor en flor como pajarito errante.",ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,EL ENGAÑO ¡AH ESPANTAPÁJAROS!,SON DE LA CIUDAD ||| EL ENGAÑO ¡AH ESPANTAPÁJAROS!,,"EL ENGAÑO ¡AH ESPANTAPÁJAROS! Autor: Gabriel Sanvicente Lara, lara, lai, lai, larai, lai, lai, la, lara, lara, lai, lai, larai, lai, lai, la, lara, lara, lai, lai, larai, lai, lai, la, lara, lara, lai, lai, larai, lai, lai, la. El cuervo vuela y se asombra se posa sobre el maizal, toda su comida ahí la tiene no se puede ni acercar, poco a poco está sintiendo que no resiste ya a volar, un último recurso es el que piensa y grita pidiendo: ¡ten piedad!, el cuervo lleva día ronda y ronda y sigue el guardián en su lugar. El grito llega y recorre todos los dominios del guardián, y Buico parecido le responde: ¡toma diez elotes y te vas! ¡Ah que espantapájaros tan tonto! ya se ha dejado engañar, uno por uno van llagando, dos por dos multiplicando los elotes terminando y el espantapájaros llorando ¡Ah que espantapájaros tan tonto! ya no puede espantar. Con un sentimiento bondadoso, engañó, el cuervo al fiel guardián y ahora se encuentra muy gustoso disfrutando de todo el maizal, ya no sirve para nada, ya lo llevan a quemar un sentimiento fue la causa y ya no se hizo respetar, ¡Ah que espantapájaros tan tonto! ya lo llevan a quemar, ¡Ah que espantapájaros tan tonto! con la muerte lo pagará.",ESPAÑOL_REGIONAL
SON DE LA CIUDAD,EL GALLITO,SON DE LA CIUDAD ||| EL GALLITO,,"D.P (Son Tradicional Nayarit) ¡Gallo! Kikiriki. ¡Gallo! Kikiriki, kikiriki. ¡Gallo! Kikiriki, kikiriki, kikiriki. ¡Gallo! Kikiriki, kikiriki, kikiriki, kikiriki.",LENGUA_INDIGENA
SON DE LA CIUDAD,EL GUSANITO MEDIDOR,SON DE LA CIUDAD ||| EL GUSANITO MEDIDOR,Gilda y Valentín Rincón,"(Canción Son Arribeño) Gusanito medidor dime cuánto mido yo, mídeme desde el zapato por la pierna, por el brazo. ¡Ay! ji ji, ¡ay! jo jo que cosquillas tengo yo, ¡ay! ji ji, ¡ay! jo jo gusanito medidor. Mido uno, mido dos, mido veinte y un montón, cuatrocientos gusanitos está cuenta ya ha salido. ¡Ay! ji ji, ¡ay! jo jo que cosquillas tengo yo, ¡ay! ji ji, ¡ay! jo jo gusanito medidor. Gusanito medidor dime cuánto mido yo, mídeme desde el zapato por la pierna, por el brazo. ¡Ay! ji ji, ¡ay! jo jo que cosquillas tengo yo, ¡ay! ji ji, ¡ay! jo jo gusanito medidor. Cuando estaba muy chiquito no sabía como medirme, pero con el gusanito prisa, risa y divertirme. Se me sube por la pierna, se desliza por el brazo después llega a la cabeza y se baja hasta el zapato. Mide, mide gusanito mídeme con mucho gusto, aunque sea poco a poquito pa’ que no me des un susto. Mide, mide gusanito. Gusanito medidor no me midas tan aprisa, que con tantas cosquillas me estoy muriendo de risa.",ESPAÑOL_REGIONAL
SON DE LA CIUDAD,EL TROMPO,SON DE LA CIUDAD ||| EL TROMPO,Gilda y Valentin Rincón,"La panza rayada y el pie de metal, la panza rayada y el pie de metal, cabeza chiquita y sabe bailar, cabeza chiquita y sabe bailar. Al trompo le gusta dar vueltas y vueltas mirar como bailan tantas cosas quietas, póngale la cuerda que quiere bailar, el trompo mamita tan loco que está, póngale la cuerda vuélvala a quitar miren éste trompo que bailando está. Zumba como avión, zumba como tren, zumba como avión, zumba como tren, ronca y ronronea sí se duerme bien, ronca y ronronea sí se duerme bien. Girando, girando, se pone borracho luego panza arriba se queda tirado, póngale la cuerda que quiere bailar, el trompo mamita tan loco que está, póngale la cuerda vuélvala a quitar miren éste trompo que bailando está. Zumba como avión, zumba como tren, zumba como avión, zumba como tren, ronca y ronronea, si se mueve bien, ronca y ronronea, si se mueve bien, Girando, girando, se pone borracho luego panza arriba se queda tirado, póngale la cuerda que quiere bailar, el trompo mamita tan loco que está, póngale la cuerda vuélvala a quitar miren éste trompo que bailando está.",ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,LA BOLA DE NIÑOS,SON DE LA CIUDAD ||| LA BOLA DE NIÑOS,,"LA BOLA DE NIÑOS Autor: Valentín Rincón A la escuela van en tropel y los niños van en camión, otros muchos van a pincel y otros cuantos van de aventón. En el coche van con papá, unos viajan en autobús, otros en la parte de atrás van colgando del trolebús. Niños morenos, niños güeritos, flacos y gordos, altos, bajitos; niños de dulce, niños de sol, niños de chicle de nixtamal. Caleidoscopio rico en verdad la bola de niños de mi ciudad, caleidoscopio tan singular la bola de niños de mi ciudad. Unos estudian, otros chambean, unos descansan o talonean, unos mendigan, venden, bolean y con la vida se cachetean. Caleidoscopio rico en verdad la bola de niños de mi ciudad, caleidoscopio tan singular la bola de niños de mi ciudad. Unos niños van por el pan, unos niños juegan pingpong, otros aplastados están viendo mucha televisión, unos niños quieren jugar al avión, la riata o las traes, otros le hacen al malabar en la esquina del eje vial. Rojo el semáforo y con mucha prisa limpian que limpian los parabrisas, ofrecen chicles en los cruceros, esquivan coches como toreros. Caleidoscopio rico en verdad la bola de niños de mi ciudad, caleidoscopio tan singular la bola de niños de mi ciudad. Unos de cuna duermen jocosos, otros colgando en un rebozo, mientras la madre muestra y ofrece los chicles, chicles a los choferes. Caleidoscopio rico en verdad la bola de niños de mi ciudad, caleidoscopio tan singular la bola de niños de mi ciudad. Caleidoscopio rico en verdad la bola de niños de mi ciudad, caleidoscopio tan singular la bola de niños de mi ciudad. Niños morenos, niños güeritos, flacos y gordos, altos, bajitos; niños de dulce, niños de sol, niños de chicle de nixtamal. Caleidoscopio rico en verdad la bola de niños de mi ciudad, caleidoscopio tan singular la bola de niños de mi ciudad. Caleidoscopio rico en verdad la bola de niños de mi ciudad, caleidoscopio tan singular la bola de niños de mi ciudad.",ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,LA LAGARTIJA,SON DE LA CIUDAD ||| LA LAGARTIJA,Gilda y Valentín Rincón,"(Son de Tarima de Guerrero) Ten cuidado si te encuentras, si baledor ha una lagartija así, ha una lagartija así, sí baledor ten cuidado si te encuentras, si. Pero que te fijes muy bien, sí baledor si le falta la colita, si le falta la colita, sí baledor pero que te fijes muy bien, si. Lagartija, lagartija quién te comió la colita lagartija, lagartija quién te comió la colita el gato sí, el gato no, porque sólita se me cayó, el gato no, el gato sí, para escaparme yo, se la di si viene el gato te quedas quieta y entre las hojas te haces la muerta, viene la mosca y te despierta no pierdas tiempo si pasa cerca. Lagartija ya verás tu colita crecerá, lagartija ya verás tu colita crecerá, el gato sí, el gato no, porque solita se me cayó, el gato no, el gato sí, para escaparme yo, se la di si viene el gato te quedas quieta y entre las hojas te haces la muerta, viene la mosca y te despierta no pierdas tiempo si pasa cerca. Lagartija, lagartija quién te comió la colita lagartija, lagartija quién te comió la colita el gato sí, el gato no, porque solita se me cayó, el gato no, el gato sí, para escaparme yo, se la di si viene el gato te quedas quieta y entre las hojas te haces la muerta, viene la mosca y te despierta no pierdas tiempo si pasa cerca.",ESPAÑOL_ESTANDAR
SON DE LA CIUDAD,LAS DANZAS Y EL SOL,SON DE LA CIUDAD ||| LAS DANZAS Y EL SOL,Gabriel Sanvicente,"(Danza de Concheros) Donde está el sol donde se escondió, donde está el sol donde se escondió, tras de una piedra la lagartija lo vio, tras de una piedra la lagartija lo vio. Llamen y llamen al pájaro carpintero, llamen y llamen al pájaro carpintero, para que la rompa con un picotazo, para que la rompa con un picotazo. El sol no quiso salir y trajeron a los danzantes, y con esa condición salió de que siempre hubiera baile. Bailen danzantes bailen hay que bailarle al sol, bailen danzantes bailen hay que bailarle al sol, bailen danzantes bailen hay que bailarle al sol, bailen danzantes bailen hay que bailarle al sol.",ESPAÑOL_ESTANDAR
