album,cancion,id,autor,texto_crudo,Clasifiacion
EL DUENDE DE LOS CAMINOS,VAMOS A CANTAR,EL DUENDE DE LOS CAMINOS ||| VAMOS A CANTAR,,"Te vengo a invitar a jugar y a reír te quiero ofrecer, un momento feliz. Toma la mano del niño, de la niña, del señor, de la señora, señorita, compañero, amiguito o changuito a tu lado, mueve tu cabeza y tu cuerpo para un lado, y para el otro como barco en alta mar, no te distraigas con nada, ponte listo para jugar, llena el lugar de alegres risas nos queremos contagiar. Tu sabes reír, tu sabes soñar, te invito a venir vamos a cantar. Toma la mano del niño, de la niña, del señor, de la señora, señorita, compañero, amiguito o changuito a tu lado, mueve tu cabeza y tu cuerpo para un lado, y para el otro como barco en alta mar, no te distraigas con nada, ponte listo para jugar, llena el lugar de alegres risas nos queremos contagiar. Tu sabes reír, tu sabes jugar te invito a cantar, vamos a empezar.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 2,,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| ,,"APELOTONADITOS Duermete conejito duermete ya, apelotonadito junto a mamá. Conejito gris de pelaje hermoso, duermete la perdiz y también el oso. Conejito tan tierno se ha de dormir, hasta que no haya invierno vuelve a salir. Duermete gazapo apelotonado, con papá te tapo ve muy bien tapado. Duermete gazapito blanco y oscuro de verde hierba hito tibio y seguro. Duermete conejo entre la camada, bajo el tronco viejo apelotonado. Duermete conejito duermete ya, apelotonadito junto a mamá.",LENGUA_INDIGENA
EL RINCÓN DE LOS NIÑOS VOL. 2,EL COLUMPIO,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| EL COLUMPIO,,"Una rama fuerte y alta una cuerda y una tabla los columpios son mejores si en la rama hay muchas flores. Y más agusto se mece si abajo la hierba crece, mece y mece yo me voy el cabello al viento en flor. En el viento mece y mece sombra y luz sobre la frente, meciéndome estoy sentado cielo arriba, cielo abajo. Con las piernas encogidas cielo abajo, cielo arriba, con las piernas estiradas, cielo toda la mañana. Verde arriba, verde abajo y mis zapatos colgando, meciéndome voy meciendo y la rama floreciendo. Soñando que estoy soñando y la rama verdeando, cielo arriba, verde abajo y flores por todo el campo.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 2,EL NIÑO ROBOT,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| EL NIÑO ROBOT,,"EL NIÑO ROBOT El niño robot le dijo a la abuela que le diera cuerda para ir a la escuela. La abuela le dijo que estuviera quieto, la cuerda le daba cosquillas al nieto. La abuela robot antes que se fuera le puso aceitito con una aceitera, le beso la frente de acero pulido, le peino los rizos de alambre torcido. Se fue caminando con paso marcial derecho a la escuela alegre y formal, llevando en el pecho de terso metal una maquinita que hace chac, chac, chac.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 2,EL ORNITORRINCO,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| EL ORNITORRINCO,,"Domi, domi, domi, domi, re, re, sire, sire, sire, sire, mi, mi, domi, domi, domi, domi, re, re, sire, sire, sire, sire, mi, mi. Está es la canción del ornitorrinco que corre en la yerba y nada en el río. Que es un monotrema dicen los letrados, nace de un huevito y tiene pies palmeados. Toma el sol y al agua pega el brinco, cuando sientas que el calor te quema. Pega el brinco al agua ornitorrinco, mono, mono, mono, monotrema. Y que es un mamífero come de mamá, y que es un oviparo, qué barbaridad. Es muy peluditi y con trompa de pato, han oído ustedes que bicho tan raro.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 2,EL ROCK DEL CHANGUITO,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| EL ROCK DEL CHANGUITO,,"Este era un changuito que bailaba el rock en un cocotero lejos del smog, se levantaba con el arrebol del horizonte al salir el sol y se lavaba su carita en un claro manatial y se peinaba mirandose en ese terso cristal. Si se acaba de desayunar platanitos en el platar, este rock alegre baila así: y su carita arruga muy feliz con su cola de interrogación pregunta:¿quién se sabe otra canción?. Este era un changuito que bailaba el rock en un cocotero lejos del smog, se contoneaba sin ningún temor, en las alturas llenas de verdor y con peligro de caer, sin buscar ningún sostén en su sabroso vaivén. Si se acaba de desayunar platanitos en el platar, este rock alegre baila y tiene en su carita arruga muy feliz con su cola de interrogación pregunta:¿quién se sabe otra canción?. pregunta:¿quién se sabe otra canción?.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 2,EL SEMBRADOR,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| EL SEMBRADOR,,"Ayúdame lapicito a hacer limpia mi tarea, ya te saque buena punta tengo abierta la libreta. En ella cada cuadrito es un hoyo de sembrar, cada letra una semilla que el lápiz plantando va. Ayúdame lapicito las planas son mi labor, los renglones son los surcos y yo soy el sembrador. Cuando acabe el primer año tengo que saber leer, esa será mi cosecha y quiero que se dé bien, y quiero que se dé bien.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 2,EL TRENECITO,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| EL TRENECITO,,"Cójete de mí vamos a jugar que eramos un tren chaca, chaca, cha. Coje mi cintura cojo la de Juan todos enganchados que este tren se vá. A dónde va el tren dígame señor va corre que corre hasta Champotón. Toca la campana tin, tilín, tilín que este trenecito pronto vá a salir. Uuh, uuh, uuh, chucu, chucu, chu, va para Laredo, no lo sabes tú, no lo sabes tú, dónde va este tren vá por sus carriles hasta Monterrey. Todos los vagones apretados van, llevan pasajeros para la ciudad. Es un trenecito viejo de vapor, y el que va adelante es el conductor. Uuh, uuh...",LENGUA_INDIGENA
EL RINCÓN DE LOS NIÑOS VOL. 2,LA CAMPANA NIÑA,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| LA CAMPANA NIÑA,,LA CAMPANA NIÑA La campana mas chica del carrillon de plata y de cristales tiene la voz. Por sobre el bordoneo de las otras campanas se oye cantar su nota delgada y clara. La campanita niña del carrillon desgrana sus repiques en do menor. Los rebaños de nubes guía su esquila que pasten lentamente cielos arriba. Los rebaños de nubes ella apacienta que en los lagos de luz despacio beban. Por entre campanarios vuela el gorrión a su amiga campana trae una flor.,ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 2,LA CLASE DE MÚSICA,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| LA CLASE DE MÚSICA,,"LA CLASE DE MÚSICA La Melodía y la Armonía Yo soy parte de la música y me llamo melodía, también me dicen tonada soy graciosa y saltarina. Yo soy la alegre melodía y muy cambiante soy puedes chiflarme, tararearme, la tonada yo soy. Somos la armonía, somos los acordes, vamos parejitas, somos varias voces Somos la armonía, somos los acordes, acompañamiento simultáneas voces. Tra la la ... Bom, bom... Las Dos Voces y el Contrapunto. Cantaremos a dos voces parejitas y a compás no tenemos contrapunto simultáneas nos oíras. Contra punto ya vamos a cantar disparejas vamos ya. Contra punto ya vamos a cantar disparejas vamos ya. Ya tenemos contrapunto disparejas vamos ya. Ya tenemos contrapunto disparejas vamos ya. Canon del Reloj Cantaremos todos unos primeros y otros después. Cantaremos así el canon del reloj. Din, don, din, don, din, don, din, don, din, don, din, dan, don. (Se repite varias veces)",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 2,LA GATITA PINTA,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| LA GATITA PINTA,,"Gatita de tres colores, blanca, negra y amarilla, a mi casa me la traje porque la encontre perdida. Gatita de tres colores, blanca, negra y amarilla, a mi casa me la traje porque la encontre perdida. La bañe con agua tibia, luego le di de comer, se hecho a dormir en el sol, ronroneando de clase. Una oreja negra, la otra amarilla, para oír de noche, para oír de día, con la oreja negra oye los ratones y con la amarilla oye los gorreones. Tigre de bolsillo, mi mansa gatita, con su cuello blanco y su cola pinta. Gatita de tres colores, blanca, negra y amarilla, a mi casa me la traje porque la encontre perdida. La bañe con agua tibia, luego le di de comer, se hecho a dormir en el sol, ronroneando de clase. Una oreja negra, la otra amarilla, para oír de noche, para oír de día, con la oreja negra oye los ratones y con la amarilla oye los gorreones.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 2,LA MÁQUINA DE ESCRIBIR,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| LA MÁQUINA DE ESCRIBIR,,"LA MÁQUINA DE ESCRIBIR Yo ya se escribir en máquina igualito que papá taca, tiqui, tiqui, taca, taca, tatiqui, tatiqui, ta. Le escribo a todos los niños, que conmigo quieran ir a comer arroz con leche a la banca del jardín. Traca, traca, traca, traca, tatiqui, tiqui, tatiqui, tan, a comer fresas con crema a tomar café con pan. Suena la campana ¡tin! rueda el carro: rin, ran, ron, y taca, taca, tatiqui, el sobre y la derección. Traca, traca. treque, treque, tatiqui taca, tariqui ton, tataca, taca tereque teque, treque taraca teque teton.",LENGUA_INDIGENA
EL RINCÓN DE LOS NIÑOS VOL. 2,La infantina esta enfadada,EL RINCÓN DE LOS NIÑOS VOL. 2 ||| La infantina esta enfadada,,Letra y música de Gilda Rincón .Música de Valentín Rincón Esta sentada la infanta en un labrado escalón La reina en silla de plata y silla de oro el rey En plato de porcelana un paje trae un pastel La infantina esta enfadada no se lo quiere comer Ya no quiere más pasteles que se lleven el turrón. La infantina sólo quiere brincar en el corredor. La infantina esta en el prado y en un balcón,ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 3,ARRULLO DE LAS PALOMES,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| ARRULLO DE LAS PALOMES,,"Arrullo de las palomas, arrullo de las palomas. Los pichones en el nido las palomas en la rama, y el niño que yo quiero en los brazos de su mamá. a a a currucutu... Las palomas ya no caben, los pichones van creciendo, y a este niño chiquito el sueño lo va venciendo. Los pichones cuando crecen se van volando en el aire, y este niño dormidito adónde se irá de grande. e e e currucutu... Los pichones en el nido, las palomas en el viento, y el niñito de mis ojos en las alas de su sueño. Las palomas un buen día vuelan a cielos lejanos, dónde tenderá las alas el niñito de mis brazos. o o o currucutu... Hay en la montaña un árbol, en el árbol hay un nido, y en los brazos de su mamá hay un niñito dormido.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 3,"AY, AY, AY","EL RINCÓN DE LOS NIÑOS VOL. 3 ||| AY, AY, AY",,"Papá me compró tambor, y mamá me lo escondió. Papá me compró tambor, y mamá me lo escondió. Ay, ay, ay, con qué voy a tocar, ay, ay, ay, pam, pam, pam. Mi amigo me dió una rana, la escondí bajo la cama. Mi amigo me dió una rana, la escondí bajo la cama. Ay, ay, ay, quién me la barrió, ay, ay, ay, cro, cro, cro. Papá me compró corneta y me la guardó la abuela. Papá me compró corneta y me la guardó la abuela. Ay, ay, ay, y ahora qué voy a tocar, ay, ay, ay, tari rará. Mi mamá me dió papel, pero pinté en la pared. Mi mamá me dió papel, pero pinté en la pared. Ay, ay, ay, tres coscorrones me dió, ay, ay, ay, pom, pom, pom.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,BLUES DE LA CIGÜEÑA,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| BLUES DE LA CIGÜEÑA,,"BLUES DE LA CIGÜEÑA Cigüeña coqueta soy linda y discreta, esbelta, picuda, tra la ra lá. Ligera, sedeña, las alas extiendo, levanto una pata, y a descansar. Cuando la llaman aquí y allá, ave zancuda, qué más le dá. Es la cigüeña quiere volar cerca de un lago, junto al mar. Quiere volar al ras del mar mírala bien cómo se va. Quiere volar al ras del mar mírala bien cómo se va. Cuando la llaman... Cigüeña coqueta aquí y allá... Soy linada y discreta, ave zancuda... Esbelta, picuda, qué más le dá... Tra la ra lá. Es la cigüeña... Ligera, sedeña, quiere volar... Las alas extendiendo, cerca de un lago levanto una pata, junto del mar... y a descansar Quiere volar...",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 3,CABALLITOS DE MAR,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| CABALLITOS DE MAR,,"Esta es la canción del caballo de mar, que no tiene montura ni sabe relinchar. que cabalga en su cola de caracol, y sabe hacer burbújas sin agua de jabón. Esta es la rona de los hipocampos, que en la llanura azul van cabalgando, que en la llanura azul van cabalgando. Caballitos de mar de todos los colores, con la crin almenada y los ojos saltones. Esta es la ronda del caballo marino, que aunque se beba el mar sigue chiquito, y en prados de coral cabalga erguido. Ven a ver el desfile de los caballitos, ven a ver el desfile de los caballitos. Caballitos de mar...",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,CUENTAME MAMÁ,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| CUENTAME MAMÁ,,"CUENTAME MAMÁ Cuéntame, cuéntame, cuéntame, mamá: cuando la lámpara termina de brillar, ¿dónde guarda su luz, dónde la esconderá? Cuéntame, cuéntame, cuéntame, mamá. Mira, si mis ojos cierro, mamá, puedo yo a los astros todos borrar, y también, pensándolos dentro de esa oscuridad, todos los astros, todos los soles, vuelven a brillar, porque en mi frente, tras de mis ojos, otro mundo hay. Cuéntame, cuéntame, cuéntame, mamá, quién fabrica la luz y quién la oscuridad, si la lumbre del sol es de leña o de gas, cuéntame, cuéntame, cuéntame, mamá. Dí si el agua que la lluvia nos dá de las nubes o de la luna vendrá, porque cuando va a llover, veo la luna oscurecer, como si sola, como si triste, quisiera llorar. Cuéntame, cuéntame, cuéntame, mamá, cuando yo soy feliz y tú cerquita estás, dentro del corazón quien cantándome está, cuéntame, cuéntame, cuéntame, mamá.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,EL DOCTOR,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| EL DOCTOR,,"Cuando yo sea grande voy a ser doctor, te daré jarabe sí te da tos, muy de bata blanca iré por allí con mi estetoscopio y mi maletín. Si te duele el dedo te pondré un trapito, si te llora el ojo, un algodoncito, si estás decaída te he de aplicar cien mil unidades de felicidad.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,EL TROMPO,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| EL TROMPO,,"La panza rayada y el pie de metal, cabeza chiquita y sabe bailar. Al trompo le gusta dar vueltas y vueltas, mirar como bailan tantas cosas quietas. Póngale la cuerda que quiere bailar, el trompo mamita tan loco que está. Zumba como avión, corre como tren, ronca y ronronea sí se duerme bien. Girando, girando, se pone borracho luego panza arriba se queda tirado. Póngale la cuerda que quiere bailar, el trompo mamita tan loco que está.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,LA PELOTA,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| LA PELOTA,,"Soy una gorda muy ágil, camino bota que bota espiando sobre bardas, soy la pelota. Redonda soy como el mundo, pero si el mundo yo fuera, sería un mundo de colores, en primavera. Brincando por todos lados con alegre ligereza, si fuera el mundo, andaría de cabeza. Porque así, loca y feliz, sea grande o pequeñina, soy la pelota, pelota, pelota, pelota, saltarina.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,LAS ESDRÚJULAS,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| LAS ESDRÚJULAS,,"LAS ESDRÚJULAS Son als esdrújulas simpáticas y fáciles. Para aprendértelas cantándolas lo harás, porque diciéndolas con un poco de música, acomodándose al ritmo van de un vals. Escúchalas: son ritmícas, son dóciles, versátiles, anímate y apréndelas y luego me dirás. Cuando es tónica la antepenúltima, voces esdrújulas se formarán, siempre recuérdalo: en esa sílaba acento gráfico deben llevar.",LENGUA_INDIGENA
EL RINCÓN DE LOS NIÑOS VOL. 3,LOS PUERQUITOS,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| LOS PUERQUITOS,,"¡Oinc, oinc! Los puerquitos son rosados, sacacorchos son sus rabos. Gruñe y gruñe a toda hora, alcancías gruñidoras. Qué gorditos, qué rosados, jamoncillos almendrados. ¡Oinc, oinc! Gruñe y gruñe, ronca y ronca, tienen enchufe en la trompa. ¡Qué rosados, qué gorditos, qué chistosos los puerquitos! Ronca y ronca noche y día, gruñidoras alcancías. ¡Oinc, oinc!",LENGUA_INDIGENA
EL RINCÓN DE LOS NIÑOS VOL. 3,PAJARITO COLA BLANCA,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| PAJARITO COLA BLANCA,,"Un peruanito andino puso una trampa y cazó un pajarito de cola blanca, de cola blanca. En su caballa orillas del Titicaca el pajarito preso cómo lloraba, cómo lloraba. Tanto lloraba el ave, tanto lloraba en su jaulita orillas del Titicaca, del Titicaca. que el corazón del niño pudo ablandar le abrió la jaula y lo dejó volar, dejó volar. Un pajarito pardo de cola blanca volaba por encima del Titicaca, del Titicaca. Su linda estampa se recorta en el cielo, se dibuja en el agua su pardo vuelo, su pardo vuelo.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,RE-LA-MI-DO,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| RE-LA-MI-DO,,"Mi profesor me solfeo es un señor muy singular. Tiene apariencia de antigüedad salida de una bazar Su pelo untado se ve brillar. Tan bien peinado esta, que al verlo así le gritan: ¡señor, que relamido va! Con su traje gris, su corbata de moñito, del siglo pasado parece el buen señor. Muy acicalado, chapado a la antigua y muy relamido se ve mi profesor. Muy bien peinadito, siempre cepillado y muy relamido se ve mi profesor. RE LA MI DO RE LA MI DO RE LA MI DO SOL FA MI.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 3,SAPITO VERDE,EL RINCÓN DE LOS NIÑOS VOL. 3 ||| SAPITO VERDE,,"Qué lindo sapito verde cantando goré goré, salpicada de confeti su dura y lustrosa piel. Con sus ojos de canica y abanicos en las patas, con su boca de buzón y un fuelle blando la panza. Quién fuera sapito verde sentado en el limo oscuro con sus cantos gregorianos en voz de bajo profundo. Quién elástico y ahulado como una suave pelota que contra el suelo se achata, se estira, salta, rebota. Quién pudiera deshacer la luna en gajos de plata como el sapito asustado que se zambulle en la charca. Quién fuera sapito verde y buscara bajo el agua cortinas de verdes flecos para sus verdes ventanas, para sus verdes ventanas. Quién fuera...",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 6,AVESTRUZ,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| AVESTRUZ,,"Truz, truz, avestruz, truz, truz, avestruz, truz, truz, avestruz. Ave desmensurada grosería de ave, ave tanta que apenas entre las aves cabe. Sin vuelo que sin trino toda muslos de atleta, guíñame con tus bellos párpados de coqueta. Gallina amplificada, inflada gallareta mete en tu agujero tu cabecita hueca. Tangos de siete leguas, elegante plumón, avestruz de las aves cuánta exageración. Por tu mirada exótica déjame que te alabe, ave tan estrambótica esconderse no sabe. Truz, truz, avestruz, truz, truz, avestruz, truz, truz, avestruz. Tangos de siete leguas, elegante plumón, avestruz de las aves cuánta exageración. Por tu mirada exótica déjame que te alabe, ave tan estrambótica esconderse no sabe.",LENGUA_INDIGENA
EL RINCÓN DE LOS NIÑOS VOL. 6,CANCIÓN DEL RELOJITO,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| CANCIÓN DEL RELOJITO,,"CANCIÓN DEL RELOJITO Relojito de mi casa si te doy, ¿tú que me das? dame cuerda y te doy horas, yo te doy si tu me das. Te doy horas de dormir y horas para despertar, te doy horas de trabajo y te doy horas de jugar. Relojito de mi casa si te doy, ¿tú que me das? dame cuerda y te doy horas, yo te doy si tu me das. Relojito de mi casa si te doy, ¿tú que me das? dame cuerda y te doy horas, yo te doy si tu me das. Te doy horas de dormir y horas para despertar, te doy horas de trabajo y te doy horas de jugar. Relojito de mi casa si te doy, ¿tú que me das? dame cuerda y te doy horas, yo te doy si tu me das.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 6,CANCIÓN PARA DORMIR A UNA GARZA,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| CANCIÓN PARA DORMIR A UNA GARZA,,"CANCIÓN PARA DORMIR A UNA GARZA Ay garza peina tu plumón cuando el manglar se cuelga, de lagartos en vela sobre las amazonas, las garzas vuelan ya se caen de sueño las más pequeñas. Ay garza peina tu plumón sonbre el manglar oscuro, duermen las garzas con un ojito abierto y en una pata, cójete fuerte para que no te caigas. Ay garza peina tu plumón sobre el manglar dormido, un florecer de garzas hasta que las deshoje, vientón del alba, cójete fuerte, fuerte porque te cansas. Ay garza peina tu plumón sonbre el manglar oscuro, duermen las garzas con un ojito abierto y en una pata, cójete fuerte para que no te caigas.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 6,LA ARAÑA,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| LA ARAÑA,,"LA ARAÑA Una casa de seda hizo la araña, que no tiene paredes sólo ventanas. Ventanas sin cristales y sin postillos cuando se cuela el viento señor ¡que frío! Una casa de seda hizo la araña, que no tiene paredes sólo ventanas. Úntele de esta miel de que te araña, cuatro pares de medias de pura lana. Hizo la araña un castillo de seda que el rocío le borda de plata y perlas. Tiene el tereque, teque, la castellana asoman al balcón de sus mil ventanas Hizo la araña un castillo de seda que el rocío le borda de plata y perlas. Hizo la araña un castillo de seda que el rocío le borda de plata y perlas. No vayas al castillo de Doña araña, no sea que entrando en él luego no salgas.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 6,MARCHA DE LOS LAPICES,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| MARCHA DE LOS LAPICES,,"Los lápices azules, los lápices morados, con su quepí de plata son valientes soldados. Derechitos avanzan sin salir del renglón, los ponen de cabeza si hacen algún tachón. Qué raros soldaditos porque al revés que yo, se vuelven más chiquitos mientras más viejos son. Por el cuaderno avanzan un dos, un dos, los bravos lapicitos que saben la lección. (Se repite 3 veces)",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 6,MIRA QUE PRECIOSA ESTRELLA,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| MIRA QUE PRECIOSA ESTRELLA,,"Mira qué preciosa estrella, por el oriente ha salido dicen que esta señalando a un niño recién nacido y por eso estamos todos tan alegres y felices y por eso cenaremos todos, buñuelos y codornices y por eso cenaremos todos, buñuelos y codornices. Naviadad, Navidad, Navidad, hoy es noche de amor y de paz todos juntos queremos estar, al calor del hogar, todos juntos queremos estar, al calor del hogar. Mira que sobre el establo blanca la Luna se asoma, y junto al niñito Dios, se ha posado una paloma, más al niño que ha nacido en el pesebre, traigan los pastores queso, traigan los pastores leche. Naviadad, Navidad, Navidad, hoy es noche de amor y de paz todos juntos queremos estar, al calor del hogar, todos juntos queremos estar, al calor del hogar. Hay que romper la piñata porque adentro tiene nueces, si no se rompe a la una dale, dale muchas veces, hay que pedir la posada y cantar la letanía, con los santos peregrinos, San José y Santa María, con los santos peregrinos, San José y Santa María. Naviadad, Navidad, Navidad, hoy es noche de amor y de paz todos juntos queremos estar, al calor del hogar, todos juntos queremos estar, al calor del hogar.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 6,MUÑECA DE VERDAD,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| MUÑECA DE VERDAD,,"MUÑECA DE VERDAD Tengo una muñeca que usa delantal, que come sopita y llora de verdad. El pelo le crece la debo peinar, gasta los zapatos pues sabe caminar. Tengo una muñeca que cierra los ojos, se sienta, se para, ríe de gozo. La baño, la duermo, anda en la andadera pues es mi hermanita muñeca de veras. Tengo una muñeca que usa delantal, que come sopita y llora de verdad. El pelo le crece la debo peinar, gasta los zapatos pues sabe caminar. Cuatro palabritas ya sabe decir, ríe y parlotea si me ve venir. Cuatro dientecitos enseña al reir, la niña muñeca que me quiere a mi, que me quiere a mi.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 6,OSO PELUDO,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| OSO PELUDO,,"Oso peludo ya tienes sueño, oso grandote su papá. Osa mediana cuida al pequeño, osa mediana y es la mamá. Osos peludos ya tienen sueño, se acerca el tiempo de dormir. Mañana empieza el frío invierno, buscan su cueva cerca de allí. Dormir, dormir, dormir, dormir, dormir calientito, como osote, osa y osito. Dormir, dormir, dormir, dormir, dormir calientito, como osote, osa y osito. Los osos tíenen su tibia casa, en donde pasan todo el invierno. Ronca que ronca y así descansan, oso grandote, oso pequeño. Duerme osito, duerme tranquilo y cuando el sol funda la nieve; y el duro invierno, ya se haya ido, sal de tu cueva duerme en el césped. Dormir, dormir, dormir, dormir, dormir calientito, como osote, osa y osito. Dormir, dormir, dormir, dormir, dormir calientito, como osote, osa y osito.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 6,PAYASO DE CIRCO,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| PAYASO DE CIRCO,,"Este payaso todo sonoro, todo colores, todo jolgorio. Sale corriendo, sale pitando, siempre rumiendo casi estorbando. Otro payaso le hace bromas también, pesadas e inesperadas, ¡Ay! y algunas veces con un mazo le dan y tan, tan, tan, tan, tan, tan. Es un chistoso y sorpresivo es saltimbanqui y muy llamativo. Es una chispa de llamarada, una cascada de carcajadas. La viva imágen del circo eterno, estrafalario, absurdo y tierno. Nariz de bola y zapatotes es como un cuadro de mil colores. Otro payaso le hace bromas más bien, pesadas e inesperadas, ¡Ay! y algunas veces con un mazo le dan y tan, tan, tan, tan, tan, tan.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 6,PÁJARO CARPINTERO,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| PÁJARO CARPINTERO,,"PÁJARO CARPINTERO Pájaro carpintero pinta madero, cuánto me cobra usted por un librero. Maestro carpintero copete rojo, labrador de cortezas come gorgojo. ¿Cuánto por una cama de buen encíno? ¿Cuánto por una silla de puro pino? Pájaro carpintero saca bocado, ¿Cuánto por un trastero ? Diga cuánto maestro pico de acero, porque me cante cuánto, buen carpintero. Porque me cante cuánto carpinterillo, al compás de los golpes de su martillo. Pájaro carpintero saca bocado, ¿Cuánto por un trastero ? Diga cuánto maestro pico de acero, porque me cante cuánto, buen carpintero. Porque me cante cuánto carpinterillo, al compás de los golpes de su martillo.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 6,TERRÓN DE AZÚCAR,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| TERRÓN DE AZÚCAR,,"TERRÓN DE AZÚCAR Una niña encantadora con pestañas muy rizadas, gime y gime a toda hora, aunque nadie le haga nada. Mírame y no me toques ella parece decir, si me tocas me derrito, que me voy a derretir. Que si ya la ví muy feo, que si no la saludé, que si ya le duele un dedo, que si ya le duele un pie. Que si amaneció enojada, no la pases a traer, niña que es terrón de azúcar, no se vaya a deshacer. Que si cae la llovizna, ella no quiere salir, ni que afuera de acuarela, que se pueda desteñir. Que si el sol calienta mucho, ya no quiere ir a jugar, ni que fuera gota de agua que se fuera a evaporar. Que si el viento despeina, que si el frío le hace mal, que le pongan cuatro abrigos, que si no se va a resfriar. A botar voy en tu llanto mís barquitos de papel, terroncito azucarado, no te vayas a hacer miel, terroncito azucarado, no te vayas a hacer miel.",ESPAÑOL_ESTANDAR
